iter	MultiClass
649	0.09173678365
650	0.09154940997
651	0.09136638859
652	0.09117598447
653	0.090986381
654	0.09079640599
655	0.09060157192
656	0.09041857381
657	0.09023514362
658	0.09005185153
659	0.08987729385
660	0.08971999333
661	0.08953895951
662	0.08935877306
663	0.08916431813
664	0.08898864067
665	0.08879821153
666	0.08862795618
667	0.08844852632
668	0.08826937955
669	0.08809034618
670	0.08790322216
671	0.08772849731
672	0.0875508077
673	0.08734430499
674	0.08715993322
675	0.08698036253
676	0.08681250901
677	0.08664507735
678	0.08647775577
679	0.08628779477
680	0.08612972773
681	0.08597046845
682	0.08579288477
683	0.08565274521
684	0.08546665075
685	0.08527664072
686	0.08511476085
687	0.08494093025
688	0.08476568636
689	0.08460655281
690	0.08443122715
691	0.08424482317
692	0.08408833916
693	0.08391356154
694	0.08374791272
695	0.08357350586
696	0.08341397934
697	0.08325400479
698	0.08309224886
699	0.0829236963
700	0.08278463378
701	0.08263059775
702	0.08246966056
703	0.08231992965
704	0.0821573431
705	0.08202928463
706	0.08187467759
707	0.0817338811
708	0.08158136627
709	0.08143678074
710	0.08128647816
711	0.08114342724
712	0.08099555989
713	0.08083913108
714	0.08069274722
715	0.08054180436
716	0.08039361531
717	0.08023853098
718	0.080075798
719	0.07993122939
720	0.07978874565
721	0.0796512915
722	0.07951313593
723	0.07935444188
724	0.07921271351
725	0.07906169308
726	0.07892736228
727	0.07876739746
728	0.07864832084
729	0.07849697477
730	0.07835310156
731	0.07820764474
732	0.07806861925
733	0.07791867394
734	0.07779054707
735	0.07765677746
736	0.07751834047
737	0.07737535282
738	0.07723158989
739	0.07709920307
740	0.07695909737
741	0.0768268414
742	0.07669631391
743	0.07655572246
744	0.0764052545
745	0.07627327581
746	0.0761463586
747	0.07600702955
748	0.07586190002
749	0.07573190504
750	0.07558585159
751	0.07545234962
752	0.07531714618
753	0.07518719825
754	0.07505430877
755	0.07492300707
756	0.07478475462
757	0.07467163373
758	0.07454403851
759	0.07441823715
760	0.07428492141
761	0.07415504723
762	0.07403598065
763	0.07391551415
764	0.07380148955
765	0.07366916534
766	0.07355084542
767	0.07342093031
768	0.07328682636
769	0.07315456357
770	0.07302762738
771	0.07290003104
772	0.0727996751
773	0.0726827694
774	0.07256629328
775	0.07242758217
776	0.0722981163
777	0.0721834733
778	0.07205863347
779	0.07191776103
780	0.07180591688
781	0.07168961451
782	0.07156730946
783	0.07145583112
784	0.07132692587
785	0.07120409476
786	0.0710889917
787	0.07096325565
788	0.07085338987
789	0.07072337071
790	0.07059203367
791	0.07047446384
792	0.07036115527
793	0.07024823366
794	0.07013420207
795	0.07001606267
796	0.06991262184
797	0.06980351981
798	0.06968671961
799	0.06956831971
800	0.06943843501
801	0.06933314963
802	0.06921140302
803	0.06909359498
804	0.06898253035
805	0.06886766679
806	0.06875667441
807	0.0686562179
808	0.06853597013
809	0.06842906393
810	0.06831925425
811	0.06821864857
812	0.06810630984
813	0.06800776669
814	0.0678979056
815	0.06779135937
816	0.06768330016
817	0.06757807728
818	0.06746136547
819	0.06736048025
820	0.06725844974
821	0.06717229378
822	0.06707372371
823	0.06697195098
824	0.06686589102
825	0.06675503023
826	0.06663929097
827	0.06652442615
828	0.06642101324
829	0.06632967962
830	0.06622584018
831	0.06611518498
832	0.06600868568
833	0.06591323662
834	0.06580818933
835	0.06570140076
836	0.06559702334
837	0.06549285581
838	0.06538354238
839	0.06528789688
840	0.06518485001
841	0.06508407337
842	0.06498123462
843	0.0648809443
844	0.06478480107
845	0.06469268425
846	0.06458483126
847	0.06447017216
848	0.06436525165
849	0.06427647374
850	0.06417756047
851	0.06408432173
852	0.06397339238
853	0.06388588817
854	0.06378017818
855	0.06368255743
856	0.06359308982
857	0.06349123061
858	0.06338788037
859	0.06328997737
860	0.06319717526
861	0.06309971565
862	0.0630080866
863	0.06292093081
864	0.06282738452
865	0.06272995717
866	0.06263609901
867	0.06253737281
868	0.06244425799
869	0.06235742848
870	0.0622677503
871	0.06217144248
872	0.06207933087
873	0.06199357592
874	0.06190038797
875	0.06181199035
876	0.06171407877
877	0.06162377807
878	0.06153392704
879	0.06144757204
880	0.06137038601
881	0.06128299444
882	0.06118321521
883	0.06108956111
884	0.06100454588
885	0.06091642116
886	0.06082687608
887	0.06074102158
888	0.06064901622
889	0.0605403232
890	0.06045990013
891	0.0603762265
892	0.06028351314
893	0.06020130321
894	0.06011047636
895	0.06001415639
896	0.05992373087
897	0.05985499883
898	0.05977173262
899	0.05968432376
900	0.05960142556
901	0.05951218202
902	0.05943051535
903	0.05935395673
904	0.05926580512
905	0.05917307595
906	0.05909719815
907	0.05901141822
908	0.05893237254
909	0.05885114474
910	0.05877182633
911	0.05869161958
912	0.05860982987
913	0.0585281377
914	0.05845155843
915	0.05836912962
916	0.05829158536
917	0.05822211277
918	0.05814659879
919	0.05807081748
920	0.05799177085
921	0.05791680611
922	0.05783540695
923	0.05775134904
924	0.05766548351
925	0.05758638918
926	0.05751746455
927	0.05744242496
928	0.05738380189
929	0.05730157836
930	0.05721542395
931	0.05714393168
932	0.05707259717
933	0.05699210596
934	0.05692065658
935	0.05683547768
936	0.05676207136
937	0.05668534984
938	0.05660967443
939	0.05653650629
940	0.05646175577
941	0.05639235374
942	0.05631540858
943	0.05623986032
944	0.05615908707
945	0.05608781376
946	0.05601105055
947	0.05595026713
948	0.05587119151
949	0.05578412075
950	0.05570812283
951	0.05563545257
952	0.05556180339
953	0.05549285921
954	0.05541896617
955	0.05534470863
956	0.0552710115
957	0.05520048805
958	0.05512888793
959	0.05506247726
960	0.05498719489
961	0.0549090614
962	0.05483380056
963	0.05476062587
964	0.05469034085
965	0.05462379422
966	0.05454526651
967	0.05447034062
968	0.05440218558
969	0.05432024341
970	0.05424962606
971	0.05417426243
972	0.05410435403
973	0.05402411918
974	0.05395759723
975	0.0538846427
976	0.05380710948
977	0.05373978402
978	0.05367632643
979	0.05361233013
980	0.05354216259
981	0.05348206579
982	0.05341877009
983	0.05335063895
984	0.05328546867
985	0.05321583399
986	0.05315362584
987	0.0530955025
988	0.05302718868
989	0.05295343431
990	0.05288374222
991	0.05282283457
992	0.05275290881
993	0.05269239513
994	0.05263210896
995	0.05257000023
996	0.05250457269
997	0.05243841195
998	0.05237583763
999	0.0522992034
